"","Number","Cell","Slice","Date","Sample","blah","cell_num","donor_id","Mouse date of birth","age","biological_sex","genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","subclass","corresponding_AIT2.3.1_alias","layer","type","region","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","hold_time","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","X1","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass","top_cluster_score","depth_from_pia_um","cell_count_per_donor","norm_cell_num","class","second","cluster_label","median_cluster_label_Microglia"
"1005",1119,"20190725_sample_1","20190725_slice_1",2019-07-25,"Sample 1","Sample",1,"mouse_HBTAE",2019-06-04,51,"M","Vip-IRES-Cre/wt; Ai9/wt","5","6","VIP+",843959,1276118,121000,9,8466,"Vip","Vip Sncg",0.99,"Vip Sncg (99.0%)","Vip Col15a1 Pde1a (100.0%)","Vip Col15a1 Pde1a (100.0%)","Vip Col15a1 Pde1a","Vip","Vip Col15a1",NA,NA,NA,"100.0%)","100.0","","Vip",2409,194.32,"Fede",20,"1078.1",399.3,513.6,1417.536,NA,NA,1119,"GABAergic","Vip_on",252.815914240527,1.17786026520016,NA,0.460136074404522,-0.0332897714802831,0.0688601288984071,NA,Inf,0.0965870296710047,0.0763320983894589,NA,NA,0.0294568410920499,TRUE,100,1078.1,9,1,"GABAergic","Col15a1","Vip",0.0783756849661297
"1006",1123,"20190725_sample_6","20190725_slice_6",2019-07-25,"Sample 6","Sample",6,"mouse_HBTAE",2019-06-04,51,"M","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",1775610,2890672,264428,9,6473,"Vip","Vip Gpc3",0.95,"Vip Gpc3 (95.4%)","Vip Arhgap36 Hmcn1 (97.0%)","Vip Arhgap36 Hmcn1 (97.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"97.0%)","97.0","","Vip",2177,69.16,"Fede",21,"937.7",339.7,563.4,1554.984,"y",NA,1124,"GABAergic","Vip_on",185.410177813507,0.863819359893831,NA,0.392593867933625,-0.0359338202682068,-0.0305964296512799,NA,-Inf,0.0636712225158054,0.0614408216748833,NA,NA,0.00390757012067528,TRUE,97,937.7,9,5,"GABAergic","Arhgap36","Vip",0.0565087109855599
"1007",1124,"20190725_sample_7","20190725_slice_7",2019-07-25,"Sample 7","Sample",7,"mouse_HBTAE",2019-06-04,51,"M","Vip-IRES-Cre/wt; Ai9/wt","5","6","VIP+",297490,337752,60192,9,9178,"Vip","Vip Serpinf1_1",0.64,"Vip Serpinf1_1 (64.0%), Vip Serpinf1_2 (33.6%)","Vip Lmo1 Fam159b (42.0%), Serpinf1 Aqp5 Vip (40.0%), Serpinf1 Clrn1 (18.0%)","Vip Lmo1 Fam159b (42.0%), Serpinf1 Aqp5 Vip (40.0%), Serpinf1 Clrn1 (18.0%)","Vip Lmo1 Fam159b","Vip","Vip Lmo1",NA,NA,NA,"42.0%), Serpinf1 Aqp5 Vip","42.0",", Serpinf1 Aqp5 Vip","Vip",2019,148.49,"Fede",20,"1327",473.4,570.3,1574.028,NA,NA,1125,"GABAergic","Serpinf1_on",192.658810091308,0.897590477359746,NA,0.402180088617156,-0.00551008367436647,0.0128102036779771,NA,-Inf,0.0456058598395762,0.157488015256368,NA,NA,0.0712075139982953,TRUE,42,1327,9,6,"GABAergic","Lmo1","Vip",0.0657626858364521
"1008",1126,"20190725_sample_9","20190725_slice_9",2019-07-25,"Sample 9","Sample",9,"mouse_HBTAE",2019-06-04,51,"M","Vip-IRES-Cre/wt; Ai9/wt","2/3","2/3","VIP+",802843,773029,70940,9,5431,"Vip","Vip Sncg",0.97,"Vip Sncg (97.0%)","Vip Col15a1 Pde1a (100.0%)","Vip Col15a1 Pde1a (100.0%)","Vip Col15a1 Pde1a","Vip","Vip Col15a1",NA,NA,NA,"100.0%)","100.0","","Vip",1589,63.41,"Fede",23,"144.5",55.3,577.3,1593.348,NA,NA,1127,"GABAergic","Sncg_on",152.217919271288,0.709177819361955,NA,0.36578399765263,0.0112863446156323,0.00994061174905536,NA,-Inf,0.0330085370510135,0.0104161838794393,NA,NA,0.00117082120959877,TRUE,100,144.5,9,8,"GABAergic","Col15a1","Vip",0.0783756849661297
"1009",1128,"20190726_sample_1","20190726_slice_1",2019-07-26,"Sample 1","Sample",1,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",812330,41758,45618,9,4129,"Lamp5","Lamp5 Slc35d3",0.76,"Lamp5 Slc35d3 (76.4%), Lamp5 Pdlim5_2 (13.3%), Lamp5 Lhx6 (5.4%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1519,186.08,"Fede",40,"375.4",139.7,565.3,1560.228,NA,NA,1128,"GABAergic","Lamp5_on",67.4962837629306,0.314462762092555,NA,0.25006984649772,-0.0205988942157136,-0.00742347093622308,NA,-Inf,0.0203060129312967,-0.022249621912117,NA,NA,-0.0288582767598218,FALSE,100,375.4,7,1,"GABAergic","Lsp1","Lamp5",0.109328881417913
"1010",1129,"20190726_sample_2","20190726_slice_2",2019-07-26,"Sample 2","Sample",2,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT+",1807652,2440291,237159,9,11312,"Pvalb","Pvalb Calb1_2",0.55,"Pvalb Calb1_2 (54.7%), Pvalb Calb1_1 (17.6%), Pvalb Gpr149 (17.1%)","Pvalb Sema3e Kank4 (100.0%)","Pvalb Sema3e Kank4 (100.0%)","Pvalb Sema3e Kank4","Pvalb","Pvalb Sema3e",NA,NA,NA,"100.0%)","100.0","","Pvalb",2315,246.37,"Fede",35,"666.4",240.6,556.9,1537.044,NA,NA,1129,"GABAergic","Pvalb_on",180.329993860144,0.840150965297117,NA,0.448040721220555,0.0575407008879588,0.0305785463145121,NA,-Inf,0.0940286240675791,0.0669292939481666,NA,NA,0.0145113779709995,TRUE,100,666.4,7,2,"GABAergic","Sema3e","Pvalb",0.070695638317048
"1011",1130,"20190726_sample_3","20190726_slice_3",2019-07-26,"Sample 3","Sample",3,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT+",819971,721901,113965,9,7456,"Lamp5","Lamp5 Slc35d3",0.94,"Lamp5 Slc35d3 (94.0%), Lamp5 Pdlim5_2 (5.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1760,182.88,"Fede",36,"472.1",171.5,534.9,1476.324,NA,NA,1130,"GABAergic","Lamp5_on",167.069425870794,0.77837045525462,NA,0.330494648710486,0.0253494440639178,0.103427380181744,NA,-Inf,0.192567890294957,-0.0036816605988666,NA,NA,-0.0177789140841554,TRUE,100,472.1,7,3,"GABAergic","Lsp1","Lamp5",0.109328881417913
"1012",1132,"20190726_sample_5","20190726_slice_5",2019-07-26,"Sample 5","Sample",5,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",563258,228187,43575,9,5366,"Lamp5","Lamp5 Slc35d3",0.85,"Lamp5 Slc35d3 (85.3%), Lamp5 Pdlim5_2 (10.9%)","Lamp5 Lsp1 (95.0%)","Lamp5 Lsp1 (95.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"95.0%)","95.0","","Lamp5",1638,72.47,"Fede",38,"212.4",77.4,545.7,1506.132,NA,NA,1132,"GABAergic","Lamp5_on",120.072635447977,0.559414096446011,NA,0.385429423717299,0.0771399190299101,0.0420521151119613,NA,-Inf,0.0231190058130794,0.0147656040948307,NA,NA,-0.0249577861764184,TRUE,95,212.4,7,5,"GABAergic","Lsp1","Lamp5",0.109328881417913
"1013",1133,"20190726_sample_6","20190726_slice_6",2019-07-26,"Sample 6","Sample",6,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT+",634383,348374,65200,9,7307,"Sst","Sst Etv1",0.56,"Sst Etv1 (55.7%), Sst Myh8_1 (44.0%)","Sst Chrna2 Glra3 (49.0%), Sst Myh8 Etv1  (45.0%), Sst Nr2f2 Necab1 (6.0%)","Sst Chrna2 Glra3 (49.0%), Sst Myh8 Etv1  (45.0%), Sst Nr2f2 Necab1 (6.0%)","Sst Chrna2 Glra3","Sst","Sst Chrna2",NA,NA,NA,"49.0%), Sst Myh8 Etv1 ","49.0",", Sst Myh8 Etv1 ","Sst",1692,106.06,"Fede",35,"757.8",282,568.2,1568.232,NA,NA,1133,"GABAergic","Sst_on",170.809579085183,0.79579569476228,NA,0.42272105957177,0.186006142149093,-0.0358087553740391,NA,-Inf,0.0254115933080793,0.100352378451331,NA,NA,-0.00398691712525864,TRUE,49,757.8,7,6,"GABAergic","Chrna2","Sst",0.0638676667527721
"1014",1134,"20190726_sample_7","20190726_slice_7",2019-07-26,"Sample 7","Sample",7,"mouse_IQIKO",2019-03-29,119,"F","Viaat-Cre/wt; Ai9/wt","2/3","5","VIAAT+",464828,20323,27357,9,5297,"Lamp5","Lamp5 Slc35d3",0.75,"Lamp5 Slc35d3 (74.7%), Lamp5 Pdlim5_2 (23.1%)","Lamp5 Lsp1 (95.0%)","Lamp5 Lsp1 (95.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"95.0%)","95.0","","Lamp5",1552,125.31,"Fede",40,"660",239.9,570.6,1574.856,NA,NA,1134,"GABAergic","Lamp5_on",134.643697686503,0.62730015213232,NA,0.287799340300428,0.108741751273657,0.0385791470901843,NA,-Inf,0.127551421212944,-0.00860266419135795,NA,NA,-0.0132684583910421,TRUE,95,660,7,7,"GABAergic","Lsp1","Lamp5",0.109328881417913
"1015",1135,"20190729_sample_2","20190729_slice_2",2019-07-29,"Sample 2","Sample",2,"mouse_XFWCQ",2019-05-26,64,"F","Sst-IRES-Cre/wt; Ai9/wt","6","5","SST+",999098,1191108,132352,9,10190,"Sst","Sst Th_1",0.82,"Sst Th_1 (81.9%), Sst Th_3 (9.7%), Sst Crhr2_2 (2.3%)","Sst Rxfp1 Prdm8 (53.0%), Sst Tac2 Tacstd2 (32.0%), Sst Esm1 (9.0%)","Sst Rxfp1 Prdm8 (53.0%), Sst Tac2 Tacstd2 (32.0%), Sst Esm1 (9.0%)","Sst Rxfp1 Prdm8","Sst","Sst Rxfp1",NA,NA,NA,"53.0%), Sst Tac2 Tacstd2","53.0",", Sst Tac2 Tacstd2","Sst",2173,209.71,"Fede",45,"993.5",359.3,509.4,1405.944,"y",NA,1135,"GABAergic","Sst_on",174.507278192506,0.813023142109753,NA,0.37441957793129,0.0805825461715737,0.000797551745603429,NA,-Inf,0.216685937316589,0.0602494142797055,NA,NA,0.00694685556607709,TRUE,53,993.5,3,1,"GABAergic","Rxfp1","Sst",0.0450509103017111
"1016",1136,"20190729_sample_3","20190729_slice_3",2019-07-29,"Sample 3","Sample",3,"mouse_XFWCQ",2019-05-26,64,"F","Sst-IRES-Cre/wt; Ai9/wt","5","2/3","SST+",937287,1278156,191683,9,9817,"Sst","Sst Hpse",0.91,"Sst Hpse (90.6%), Sst Calb2 (8.7%)","Sst Hpse Cbln4 (99.0%)","Sst Hpse Cbln4 (99.0%)","Sst Hpse Cbln4","Sst","Sst Hpse",NA,NA,NA,"99.0%)","99.0","","Sst",1785,241.35,"Fede",37,"446",265.9,602.5,1662.9,"y",NA,1136,"GABAergic","Sst_on",151.97953037279,0.708067174044986,NA,0.331785633353349,0.161760453365768,0.0877664774781392,NA,-Inf,0.240277744365569,0.0491439583458371,NA,NA,0.0192098455227863,TRUE,99,446,3,2,"GABAergic","Hpse","Sst",0.0934620521047091
"1017",1137,"20190729_sample_5","20190729_slice_5",2019-07-29,"Sample 5","Sample",5,"mouse_XFWCQ",2019-05-26,64,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",468848,211271,73432,9,6628,"Pvalb","Pvalb Calb1_1",0.53,"Pvalb Calb1_1 (52.6%), Sst Th_3 (24.7%), Sst Crhr2_1 (7.0%)","Sst Nts (83.0%), Pvalb Th Sst (17.0%)","Sst Nts (83.0%), Pvalb Th Sst (17.0%)","Sst Nts","Sst","Sst Nts",NA,NA,NA,"83.0%), Pvalb Th Sst","83.0",", Pvalb Th Sst","Sst",1629,156.06,"Fede",66,"1377.4",506.7,528.9,1459.764,"y",NA,1137,"GABAergic","Sst_on",142.396142299626,0.66341851317535,NA,0.352613256399415,0.0164468749578678,-0.0163528071619714,NA,-Inf,0.0353218677342934,0.0937633524251635,NA,NA,-0.0203707390665844,TRUE,83,1377.4,3,3,"GABAergic","Nts","Sst",0.0553431479620421
"1018",1138,"20190730_sample_1","20190730_slice_1",2019-07-30,"Sample 1","Sample",1,"mouse_ELRNU",2019-06-04,56,"F","Vip-IRES-Cre/wt; Ai9/wt","2/3","2/3","VIP+",1284139,965673,146344,9,9434,"Vip","Vip Mybpc1_3",0.97,"Vip Mybpc1_3 (97.1%)","Vip Lect1 Oxtr (100.0%)","Vip Lect1 Oxtr (100.0%)","Vip Lect1 Oxtr","Vip","Vip Lect1",NA,NA,NA,"100.0%)","100.0","","Vip",1905,251.2,"Fede",13,"230.9",82.4,577.2,1593.072,NA,NA,1138,"GABAergic","Vip_on",178.076217134205,0.829650700469681,NA,0.245350843475858,0.08961284265147,0.135950725110804,NA,-Inf,0.474607184918738,0.101540030410109,NA,NA,0.0204343045370702,TRUE,100,230.9,6,1,"GABAergic","Lect1","Vip",0.137959803609703
"1019",1139,"20190730_sample_2","20190730_slice_2",2019-07-30,"Sample 2","Sample",2,"mouse_ELRNU",2019-06-04,56,"F","Vip-IRES-Cre/wt; Ai9/wt","6","6","VIP+",3605167,807105,191264,9,11462,"Vip","Vip Gpc3",1,"Vip Gpc3 (99.6%)","Vip Arhgap36 Hmcn1 (94.0%), Vip Gpc3 Slc18a3 (6.0%)","Vip Arhgap36 Hmcn1 (94.0%), Vip Gpc3 Slc18a3 (6.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"94.0%), Vip Gpc3 Slc18a3","94.0",", Vip Gpc3 Slc18a3","Vip",1901,236.45,"Fede",22,"1373",500.3,583.9,1611.564,NA,NA,1139,"GABAergic","Vip_on",206.851157077927,0.963712112288027,NA,0.467377126803673,-0.0166177119801756,0.00826114218490102,NA,-Inf,0.0358145950750177,0.0294463994177348,NA,NA,-0.0195513571152468,TRUE,94,1373,6,2,"GABAergic","Arhgap36","Vip",0.0565087109855599
"1020",1141,"20190730_sample_6","20190730_slice_6",2019-07-30,"Sample 6","Sample",6,"mouse_ELRNU",2019-06-04,56,"F","Vip-IRES-Cre/wt; Ai9/wt","1","1","VIP+",797119,478241,85782,9,6093,"Vip","Vip Mybpc1_2",0.89,"Vip Mybpc1_2 (88.9%), Vip Sncg (10.1%)","Vip Crispld2 Htr2c (100.0%)","Vip Crispld2 Htr2c (100.0%)","Vip Crispld2 Htr2c","Vip","Vip Crispld2",NA,NA,NA,"100.0%)","100.0","","Vip",1657,51.98,"Fede",25,"96.4",35.3,535.3,1477.428,NA,NA,1141,"GABAergic","Vip_on",185.699861197052,0.865168984374522,NA,0.373877082207951,-0.0509747223813568,0.216375350270812,NA,-Inf,0.117415968864304,0.0324620493743663,NA,NA,0.000498002849347108,TRUE,100,96.4,6,4,"GABAergic","Crispld2","Vip",0.134971749201864
"1021",1142,"20190730_sample_7","20190730_slice_7",2019-07-30,"Sample 7","Sample",7,"mouse_ELRNU",2019-06-04,56,"F","Vip-IRES-Cre/wt; Ai9/wt","6","6","VIP+",430965,235317,40338,9,5254,"Vip","Vip Gpc3",0.58,"Vip Gpc3 (58.3%), Vip Serpinf1_1 (18.7%), Vip Chat_1 (12.4%)","Vip Gpc3 Slc18a3 (77.0%), Vip Lmo1 Fam159b (11.0%), Vip Ptprt Pkp2 (9.0%)","Vip Gpc3 Slc18a3 (77.0%), Vip Lmo1 Fam159b (11.0%), Vip Ptprt Pkp2 (9.0%)","Vip Gpc3 Slc18a3","Vip","Vip Gpc3",NA,NA,NA,"77.0%), Vip Lmo1 Fam159b","77.0",", Vip Lmo1 Fam159b","Vip",1609,94.66,"Fede",22,"1118.4",423,492.9,1360.404,"y",NA,1142,"GABAergic","Vip_on",148.771505900625,0.693121103237288,NA,0.261123596805882,0.00134646822245879,0.00797254010364648,NA,-Inf,0.137700232073622,-0.011928866577631,NA,NA,-0.00946238414933347,TRUE,77,1118.4,6,5,"GABAergic","Gpc3","Vip",0.0685705229695576
"1022",1144,"20190731_sample_1","20190731_slice_1",2019-07-31,"Sample 1","Sample",1,"mouse_XKIBL",2019-06-16,45,"M","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",1340689,1951287,212477,9,10278,"Pvalb","Pvalb Calb1_2",0.65,"Pvalb Calb1_2 (65.0%), Pvalb Reln (24.9%), Pvalb Gpr149 (4.0%)","Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Reln Tac1","Pvalb","Pvalb Reln",NA,NA,NA,"89.0%), Pvalb Reln Itm2a","89.0",", Pvalb Reln Itm2a","Pvalb",2132,297.1,"Fede",23,"706.8",251.3,607.8,1677.528,"y",NA,1144,"GABAergic","Pvalb_on",150.772676993316,0.702444487491117,NA,0.440953415503034,0.093062927314979,0.0171558659604499,NA,-Inf,0.0318382191208276,0.0299959806429827,NA,NA,0.0134699270811563,TRUE,89,706.8,7,1,"GABAergic","Reln","Pvalb",0.103059679428069
"1023",1145,"20190731_sample_2","20190731_slice_2",2019-07-31,"Sample 2","Sample",2,"mouse_XKIBL",2019-06-16,45,"M","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",407158,496293,64007,9,5926,"Lamp5","Lamp5 Slc35d3",0.96,"Lamp5 Slc35d3 (96.3%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1885,109.96,"Fede",25,"1040.1",370.6,543.1,1498.956,NA,NA,1145,"GABAergic","Lamp5_on",155.242091476651,0.723267329061214,NA,0.382257172238076,0.117218494623414,0.0334659265309569,NA,-Inf,0.0480838111708471,0.0586420062013798,NA,NA,0.00759678621197818,TRUE,100,1040.1,7,2,"GABAergic","Lsp1","Lamp5",0.109328881417913
"1024",1147,"20190731_sample_4","20190731_slice_4",2019-07-31,"Sample 4","Sample",4,"mouse_XKIBL",2019-06-16,45,"M","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","6","VIPR2+",555091,887497,89525,9,6662,"Vip","Vip Chat_1",0.67,"Vip Chat_1 (67.1%), Vip Mybpc1_1 (22.1%), Vip Chat_2 (4.0%)","Vip Lmo1 Fam159b (50.0%), Vip Ptprt Pkp2 (42.0%), Vip Lmo1 Myl1 (8.0%)","Vip Lmo1 Fam159b (50.0%), Vip Ptprt Pkp2 (42.0%), Vip Lmo1 Myl1 (8.0%)","Vip Lmo1 Fam159b","Vip","Vip Lmo1",NA,NA,NA,"50.0%), Vip Ptprt Pkp2","50.0",", Vip Ptprt Pkp2","Vip",1856,118.64,"Fede",20,"1210.3",435.9,516.1,1424.436,NA,NA,1147,"GABAergic","Vip_on",150.075212585471,0.699195025862642,NA,0.345078794490897,-0.0366702785210088,0.0154573197930423,NA,-Inf,0.00805575693011647,0.0392381050801106,NA,NA,-0.0143845637490107,TRUE,50,1210.3,7,4,"GABAergic","Lmo1","Vip",0.0657626858364521
"1025",1148,"20190731_sample_5","20190731_slice_5",2019-07-31,"Sample 5","Sample",5,"mouse_XKIBL",2019-06-16,45,"M","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",583064,603267,75376,9,8250,"Pvalb","Pvalb Il1rapl2",0.89,"Pvalb Il1rapl2 (88.9%), Pvalb Gpr149 (6.1%)","Pvalb Tpbg (98.0%)","Pvalb Tpbg (98.0%)","Pvalb Tpbg","Pvalb","Pvalb Tpbg",NA,NA,NA,"98.0%)","98.0","","Pvalb",1941,196.57,"Fede",29,"428.8",156.6,523.4,1444.584,"y",NA,1148,"GABAergic","Pvalb_on",120.689292187485,0.562287078049707,NA,0.301039261171992,0.0229742367428499,0.0396214240276759,NA,-Inf,0.0993598988662203,-0.01667099888522,NA,NA,0.0489296998460714,TRUE,98,428.8,7,5,"GABAergic","Tpbg","Pvalb",0.0999006568281462
"1026",1150,"20190731_sample_8","20190731_slice_8",2019-07-31,"Sample 8","Sample",8,"mouse_XKIBL",2019-06-16,45,"M","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",2231783,2162198,321311,9,11092,"Pvalb","Pvalb Il1rapl2",0.91,"Pvalb Il1rapl2 (90.9%), Pvalb Reln (6.7%)","Pvalb Tpbg (74.0%), Pvalb Reln Itm2a (26.0%)","Pvalb Tpbg (74.0%), Pvalb Reln Itm2a (26.0%)","Pvalb Tpbg","Pvalb","Pvalb Tpbg",NA,NA,NA,"74.0%), Pvalb Reln Itm2a","74.0",", Pvalb Reln Itm2a","Pvalb",2053,162.65,"Fede",29,"589.5",217.1,583.2,1609.632,NA,NA,1150,"GABAergic","Pvalb_on",153.884575700825,0.716942711813399,NA,0.412699712580973,0.0100360619843512,0.0286540112654693,NA,-Inf,0.0604154234341779,-0.0109246856730593,NA,NA,0.0409483652619552,TRUE,74,589.5,7,7,"GABAergic","Tpbg","Pvalb",0.0999006568281462
"1027",1152,"20190801_sample_2","20190801_slice_2",2019-08-01,"Sample 2","Sample",2,"mouse_CCAHV",2019-05-19,74,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",292782,14772,18376,9,3784,"Sst","Sst Th_3",0.86,"Sst Th_3 (85.6%), Sst Th_2 (5.3%), Sst Myh8_1 (3.0%)","Sst Nts (100.0%)","Sst Nts (100.0%)","Sst Nts","Sst","Sst Nts",NA,NA,NA,"100.0%)","100.0","","Sst",2219,44.43,"Fede",25,"1484.5",546.1,565.3,1560.228,NA,NA,1152,"GABAergic","Sst_on",113.171652036859,0.527262662565037,NA,0.33263435865238,-0.0722608513411601,-0.0203854798507268,NA,-Inf,0.00257796302626271,-0.016071886567114,NA,NA,-0.0288582767598218,TRUE,100,1484.5,6,2,"GABAergic","Nts","Sst",0.0553431479620421
"1028",1153,"20190801_sample_3","20190801_slice_3",2019-08-01,"Sample 3","Sample",3,"mouse_CCAHV",2019-05-19,74,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",427824,431706,63972,9,7670,"Sst","Sst C1ql3_1",0.74,"Sst C1ql3_1 (74.4%), Sst C1ql3_2 (25.4%)","Sst Rxfp1 Eya1 (100.0%)","Sst Rxfp1 Eya1 (100.0%)","Sst Rxfp1 Eya1","Sst","Sst Rxfp1",NA,NA,NA,"100.0%)","100.0","","Sst",2094,106.11,"Fede",47,"591.4",207.8,496.7,1370.892,NA,NA,1153,"GABAergic","Sst_on",143.688218090653,0.669438247884099,NA,0.419089640505943,0.0594489343387836,0.10637916073213,NA,-Inf,0.0274444475651033,0.00544258340083729,NA,NA,0.0130736853578599,TRUE,100,591.4,6,3,"GABAergic","Rxfp1","Sst",0.0450509103017111
"1029",1154,"20190801_sample_4","20190801_slice_4",2019-08-01,"Sample 4","Sample",4,"mouse_CCAHV",2019-05-19,74,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",280578,197369,55491,9,5303,"Sst","Sst Myh8_3",0.53,"Sst Myh8_3 (53.1%), Sst Htr1a (14.0%), Sst Myh8_1 (13.9%)","Sst Hpse Sema3c (49.0%), Sst Tac2 Myh4 (21.0%), Sst Hpse Cbln4 (12.0%)","Sst Hpse Sema3c (49.0%), Sst Tac2 Myh4 (21.0%), Sst Hpse Cbln4 (12.0%)","Sst Hpse Sema3c","Sst","Sst Hpse",NA,NA,NA,"49.0%), Sst Tac2 Myh4","49.0",", Sst Tac2 Myh4","Sst",1608,73.62,"Fede",45,"821",291.6,501.5,1384.14,NA,NA,1154,"GABAergic","Sst_on",131.110186929096,0.610837652410697,NA,0.325727422243974,-0.0390201677870016,0.00996670901576452,NA,-Inf,0.0907664562756866,0.152684191013929,NA,NA,-0.0288582767598218,TRUE,49,821,6,4,"GABAergic","Hpse","Sst",0.0934620521047091
"1030",1155,"20190801_sample_7","20190801_slice_7",2019-08-01,"Sample 7","Sample",7,"mouse_CCAHV",2019-05-19,74,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",4145057,374628,165563,9,11819,"Sst","Sst Th_3",0.95,"Sst Th_3 (95.1%)","Sst Nts (97.0%)","Sst Nts (97.0%)","Sst Nts","Sst","Sst Nts",NA,NA,NA,"97.0%)","97.0","","Sst",1992,293.79,"Fede",45,"Slice Lost",NA,NA,0,NA,NA,1155,"GABAergic","Sst_on",190.580302177979,0.88790678363592,NA,0.498238193814016,0.102819941999652,0.0817968048075632,NA,-Inf,0.0255985018929374,0.0337434420491561,NA,NA,-0.00431553389564487,TRUE,97,NA,6,5,"GABAergic","Nts","Sst",0.0553431479620421
"1031",1157,"20190820_sample_1","20190820_slice_1",2019-08-20,"Sample 1","Sample",1,"mouse_HKIEN",2019-06-16,65,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",4523895,129651,161710,10,8702,"Sst","Sst Myh8_3",0.46,"Sst Myh8_3 (45.7%), Sst Crhr2_1 (26.1%), Sst Crhr2_2 (18.7%)","Sst Tac2 Myh4 (55.0%), Sst Crhr2 Efemp1 (45.0%)","Sst Tac2 Myh4 (55.0%), Sst Crhr2 Efemp1 (45.0%)","Sst Tac2 Myh4","Sst","Sst Tac2",NA,NA,NA,"55.0%), Sst Crhr2 Efemp1","55.0",", Sst Crhr2 Efemp1","Sst",1652,352.09,"Fede",45,"825.3",302.4,569.3,1571.268,NA,NA,1157,"GABAergic","Sst_on",183.685544220509,0.855784353919924,NA,0.481316258144074,0.0583834224687983,-0.0296117440630753,NA,-Inf,0.0046541597150909,-0.0175710342348521,NA,NA,-0.00672350253176772,TRUE,55,825.3,5,1,"GABAergic","Tac2","Sst",0.0800948503124372
